Index,Time (mS),CPU Frequency (MHz),CPU 0 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU Load max,Used GR3D (%),GR3D Frequency (MHz),CPU Power (mW),GPU Power (mW),DDR Power (mW),Total Power (mW)
259,25900,1741.0,0,70,15,0,70,0.0,726.0,610.0,1448.0,1596.0,4512.0
260,26000,1675.0,0,45,0,0,45,91.0,726.0,534.0,1525.0,1596.0,4512.0
261,26100,1746.0,0,60,0,0,60,0.0,726.0,534.0,1448.0,1596.0,4436.0
262,26200,1689.0,0,58,0,0,58,40.0,726.0,534.0,1525.0,1596.0,4512.0
263,26300,1754.0,9,45,0,0,45,35.0,726.0,534.0,1525.0,1615.0,4532.0
264,26400,1726.0,0,70,0,0,70,0.0,726.0,610.0,1448.0,1577.0,4474.0
265,26500,1746.0,16,50,0,0,50,99.0,726.0,610.0,1448.0,1615.0,4512.0
266,26600,1728.0,0,60,0,0,60,0.0,726.0,610.0,1448.0,1577.0,4474.0
267,26700,1741.0,8,45,0,0,45,99.0,726.0,610.0,1525.0,1615.0,4607.0
268,26800,1726.0,9,70,16,8,70,0.0,726.0,610.0,1448.0,1577.0,4493.0
269,26900,1679.0,0,45,0,0,45,90.0,726.0,534.0,1525.0,1615.0,4513.0
270,27000,1763.0,9,63,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4493.0
271,27100,1689.0,0,54,0,0,54,38.0,726.0,610.0,1448.0,1596.0,4493.0
272,27200,1727.0,16,45,0,0,45,52.0,726.0,610.0,1525.0,1615.0,4589.0
273,27300,1726.0,9,72,0,0,72,0.0,726.0,610.0,1448.0,1596.0,4493.0
274,27400,1727.0,0,36,0,0,36,99.0,726.0,534.0,1525.0,1634.0,4531.0
275,27500,1746.0,0,70,0,0,70,0.0,726.0,610.0,1448.0,1596.0,4512.0
276,27600,1664.0,9,45,0,0,45,54.0,726.0,534.0,1525.0,1596.0,4512.0
277,27700,1744.0,0,60,0,0,60,5.0,726.0,534.0,1448.0,1596.0,4436.0
278,27800,1689.0,0,54,0,0,54,28.0,726.0,610.0,1448.0,1596.0,4511.0
